Code poste;Nom poste;Fonction;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste
MIEGE;MIEGEBAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;-0.44700555555555554;42.93281111111111;42.9328111111, -0.447005555556
BREAL;BREAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0388527777777778;48.10840833333334;48.1084083333, -1.03885277778
E.CON;ESCALES CONILHAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.718647222222222;43.212069444444445;43.2120694444, 2.71864722222
S.SAB;SAUT-DE-SABO;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.2125861111111114;43.953975;43.953975, 2.21258611111
GUING;GUINGAMP;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.1886611111111107;48.565527777777774;48.5655277778, -3.18866111111
SSCRI;ST-CRICQ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.48856666666666665;43.121583333333334;43.1215833333, -0.488566666667
GENET;GENET;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0084638888888888;47.17328055555555;47.1732805556, -1.00846388889
LECER;LECERF;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3732555555555557;49.38055;49.38055, 1.37325555556
C.LEU;CROIX-ST-LEUFROY(LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.2540111111111112;49.10844166666667;49.1084416667, 1.25401111111
C.REA;CHAPELLE-REANVILLE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.4105138888888888;49.10561944444444;49.1056194444, 1.41051388889
R.TOR;RAIE-TORTUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2510194444444442;48.78837222222222;48.7883722222, 2.25101944444
AMIEN;AMIENS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.293875;49.91199722222222;49.9119972222, 2.293875
BERG5;BERGERAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.4854277777777778;44.83589722222222;44.8358972222, 0.485427777778
V.MOU;VIEUX-MOULIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.374805555555555;45.271430555555554;45.2714305556, 6.37480555556
SARZE;SARZEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.7621972222222224;47.51898055555556;47.5189805556, -2.76219722222
AIGU6;AIGUEPERSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.1971555555555553;46.02528611111111;46.0252861111, 3.19715555556
V.MON;VEUVES-MONTEAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.1246055555555556;47.47611388888889;47.4761138889, 1.12460555556
ROMOR;ROMORANTIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.7576333333333334;47.339511111111115;47.3395111111, 1.75763333333
PERR6;PERROS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.4572861111111113;48.782402777777776;48.7824027778, -3.45728611111
PLOUF;PLOUFRAGAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.8246277777777777;48.513275;48.513275, -2.82462777778
MOUNE;MOUNEDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.380863888888889;43.56670555555556;43.5667055556, 1.38086388889
SERVA;SERVAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.1776333333333335;46.14826111111111;46.1482611111, 5.17763333333
MEZEL;MEZEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.2371805555555557;45.74574722222222;45.7457472222, 3.23718055556
GENAS;GENAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.989833333333333;45.715694444444445;45.7156944444, 4.98983333333
CONCA;CONCARNEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-3.8921694444444443;47.894819444444444;47.8948194444, -3.89216944444
BRIEC;BRIEC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.026436111111111;48.09885555555556;48.0988555556, -4.02643611111
GENN5;GENNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.143108333333334;47.243700000000004;47.2437, 6.14310833333
OBERH;OBERHOFFEN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.906341666666667;48.76613611111111;48.7661361111, 7.90634166667
WANTZ;WANTZENAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.801344444444444;48.65232222222222;48.6523222222, 7.80134444444
DROUG;DROUGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.2622083333333334;47.89106944444445;47.8910694444, -1.26220833333
BERLI;BERLIOZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.4405194444444445;48.75112222222222;48.7511222222, 2.44051944444
VERTE;VERTEFEUILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.0372944444444445;50.67623888888889;50.6762388889, 3.03729444444
V.AVR;VERNEUIL-SUR-AVRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.9256416666666666;48.75271111111111;48.7527111111, 0.925641666667
NONAN;NONANCOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.2155527777777777;48.773894444444444;48.7738944444, 1.21555277778
V.MOY;VOIE-MOYENNE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.919302777777778;48.52225;48.52225, 3.91930277778
ARTEN;ARTENAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.887475;48.093975;48.093975, 1.887475
PALUE;PALUEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;0.6359888888888888;49.857755555555556;49.8577555556, 0.635988888889
N.MAI;NEUVES-MAISONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.1121944444444445;48.610955555555556;48.6109555556, 6.11219444444
CBRY;CHAMBRY;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.9074833333333334;48.98475833333333;48.9847583333, 2.90748333333
POULD;POULDREUZIC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.341630555555556;47.961688888888894;47.9616888889, -4.34163055556
VASTO;VASTON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.19462777777777776;48.91438333333333;48.9143833333, -0.194627777778
CUISE;CUISEAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.378522222222222;46.50082777777778;46.5008277778, 5.37852222222
P.SEP;PONT-SEPT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.18031944444444442;49.49514444444444;49.4951444444, 0.180319444444
GREVA;GREVAUX (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.9204027777777775;50.27130555555556;50.2713055556, 3.92040277778
E.CIM;EBANGE-CIMENTERIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.147013888888889;49.33193333333334;49.3319333333, 6.14701388889
CARRI;CARRIERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.441513888888889;49.24323888888889;49.2432388889, 2.44151388889
SSV.O;ST-VULBAS-OUEST;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;5.259058333333333;45.794824999999996;45.794825, 5.25905833333
MALA6;MALASSIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.433894444444445;48.87099444444444;48.8709944444, 2.43389444444
CRETA;CRETAINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3584805555555555;48.798925;48.798925, 2.35848055556
SSAMA;ST-AMAND;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.5095388888888888;46.71796388888889;46.7179638889, 2.50953888889
B.CO6;BRAILLY-CORNEHOTTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.967663888888889;50.236472222222226;50.2364722222, 1.96766388889
BXCOU;BEAUCOUZE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.6322666666666666;47.462375;47.462375, -0.632266666667
CREVE;CREVECOEUR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.252483333333333;48.79051666666666;48.7905166667, 3.25248333333
VONNA;VONNAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.995675;46.22707777777778;46.2270777778, 4.995675
ESTAI;ESTAIRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.72915;50.645697222222225;50.6456972222, 2.72915
C.GIB;CROIX GIBAT (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.7014694444444447;48.480894444444445;48.4808944444, -2.70146944444
A.CHA;ACIERIES-DE-CHAMPAGNOLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.91495;46.74533888888889;46.7453388889, 5.91495
L.INA;LABARTHE-INARD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.8520861111111111;43.10514166666667;43.1051416667, 0.852086111111
MADE5;MADELEINE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.639377777777777;45.537933333333335;45.5379333333, 4.63937777778
COARR;COARRAZE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.24308333333333335;43.18276944444444;43.1827694444, -0.243083333333
PN93;P.N.93;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.7861416666666666;43.101461111111114;43.1014611111, 0.786141666667
CARBO;CARBONNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.2176777777777779;43.28498333333333;43.2849833333, 1.21767777778
BERT;BERT (STE UNION CARBIDE A CREIL);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.448277777777778;49.243227777777776;49.2432277778, 2.44827777778
XEUIL;XEUILLEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.111338888888889;48.56189166666666;48.5618916667, 6.11133888889
LEYGU;LEYGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.4304888888888887;44.70775277777778;44.7077527778, 2.43048888889
FTAIN;FONTAINES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.787091666666667;46.837580555555554;46.8375805556, 4.78709166667
TERRI;TERRIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.259027777777778;49.21736111111111;49.2173611111, 2.25902777778
GOURJ;GOURJADE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.252752777777778;43.62313611111111;43.6231361111, 2.25275277778
MAZAM;MAZAMET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.364227777777778;43.512033333333335;43.5120333333, 2.36422777778
RAON;RAON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.827908333333333;48.41132222222222;48.4113222222, 6.82790833333
SAUDR;SAUDRUPT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.070772222222222;48.70444444444445;48.7044444444, 5.07077222222
AOSTE;AOSTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.6114138888888885;45.583755555555555;45.5837555556, 5.61141388889
AURIO;AURIOLLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.03509444444444444;44.745047222222226;44.7450472222, 0.0350944444444
NOUZO;NOUZONVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.7421444444444445;49.82013888888889;49.8201388889, 4.74214444444
RODE;LA RODE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.9399750000000004;43.114672222222225;43.1146722222, 5.939975
P.HA5;PLAINE HAUTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-2.8782555555555556;48.42989722222222;48.4298972222, -2.87825555556
PLOER;PLOERMEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.4134166666666665;47.92608055555555;47.9260805556, -2.41341666667
BERRI;BERRIEN;POSTE DE TRANSFORMATION;EN EXPLOITATION;HORS TENSION;-3.7395583333333335;48.41345833333333;48.4134583333, -3.73955833333
GEVRE;GEVREY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.995616666666667;47.222094444444444;47.2220944444, 4.99561666667
DOMFR;DOMFRONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.6271222222222222;48.593608333333336;48.5936083333, -0.627122222222
LOISI;LOISIVIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.3742333333333333;48.58468888888889;48.5846888889, -0.374233333333
MTEZ5;MONTEZIC;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.6387472222222224;44.734347222222226;44.7343472222, 2.63874722222
BVUE;BELLEVUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.8149083333333333;45.22042777777778;45.2204277778, 3.81490833333
CHALO;CHALON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.860652777777777;46.76318611111111;46.7631861111, 4.86065277778
CUPER;CUPERLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.420077777777778;49.05385833333333;49.0538583333, 4.42007777778
WESTH;WESTHOUCK;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.247977777777778;51.031549999999996;51.03155, 2.24797777778
SOING;SOINGS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.4984861111111112;47.42765277777777;47.4276527778, 1.49848611111
1SSFO;SAINT-FONS /BELLE-ETOILE;POSTE DE TRANSFORMATION;EN EXPLOITATION;<45kV;4.851069444444444;45.69734722222222;45.6973472222, 4.85106944444
POUAN;POUANCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.164397222222222;47.749880555555556;47.7498805556, -1.16439722222
G.GRE;GRAND-GRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.431680555555556;43.81982222222223;43.8198222222, 4.43168055556
MARCH;MARCHAIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.863638888888889;47.91014444444444;47.9101444444, 1.86363888889
OIRY;OIRY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.034652777777778;49.00786111111111;49.0078611111, 4.03465277778
AMBES;AMBES;POSTE DE TRANSFORMATION;EN EXPLOITATION;HORS TENSION;-0.5569055555555557;45.005066666666664;45.0050666667, -0.556905555556
IRSID;IRSID;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.151983333333334;49.200897222222224;49.2008972222, 6.15198333333
N.MAI;NEUVES-MAISONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.106683333333333;48.61228611111111;48.6122861111, 6.10668333333
LESTI;LESTIOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.5707305555555555;47.74330277777778;47.7433027778, 1.57073055556
N.USS;NEUVIC-D USSEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.3495500000000002;45.34747222222222;45.3474722222, 2.34955
SSDIZ;ST-DIZIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.9360333333333335;48.644688888888886;48.6446888889, 4.93603333333
SEMBL;SEMBLANCAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.5552472222222222;47.52220555555555;47.5222055556, 0.555247222222
P.LAC;PERE-LACHAISE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3861;48.863594444444445;48.8635944444, 2.3861
V.AUB;VILLETTE-SUR-AUBE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;4.114030555555555;48.533252777777776;48.5332527778, 4.11403055556
HOLZM;HOLZMATT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.704833333333333;48.570994444444445;48.5709944444, 7.70483333333
BRAS5;BRASSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.499330555555556;43.62491388888889;43.6249138889, 2.49933055556
SAUCO;SAUCOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.5810472222222223;50.08656944444445;50.0865694444, 1.58104722222
CRUET;CRUET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.997522222222222;46.22750277777778;46.2275027778, 4.99752222222
MOND5;MONDELANGE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.175822222222222;49.26189166666666;49.2618916667, 6.17582222222
CIVAU;CIVAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;0.6514277777777778;46.45496111111111;46.4549611111, 0.651427777778
MUREM;MUREMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.584061111111111;48.43968888888889;48.4396888889, 5.58406111111
VOID;VOID;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.6132277777777775;48.70903611111111;48.7090361111, 5.61322777778
SSMIH;ST-MIHIEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.508683333333333;48.91092777777778;48.9109277778, 5.50868333333
CROUZ;CROUZET (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2291444444444446;44.546299999999995;44.5463, 2.22914444444
CAMBE;CAMBEYRAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.573755555555555;44.65451111111111;44.6545111111, 2.57375555556
V.ROU;VILLEFRANCHE-DE-ROUERGUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.016172222222222;44.35140833333333;44.3514083333, 2.01617222222
MTPAO;MONTPAON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.1082666666666667;43.866325;43.866325, 3.10826666667
FROUA;FROUARD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.135750000000001;48.76983333333333;48.7698333333, 6.13575
FLOIN;FLOING;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.935797222222223;49.72430555555556;49.7243055556, 4.93579722222
DONCH;DONCHERY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.880513888888889;49.701911111111116;49.7019111111, 4.88051388889
TENDR;TENDRECOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.841122222222222;49.73483888888889;49.7348388889, 4.84112222222
MQIS5;MARQUIS (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5497583333333333;45.005291666666665;45.0052916667, -0.549758333333
MOUIS;MOUISSONNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.0225333333333335;43.92159722222222;43.9215972222, 5.02253333333
LUSIG;LUSIGNAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.10104444444444445;46.42744722222222;46.4274472222, 0.101044444444
BREVA;BREVANS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.512925;47.107647222222226;47.1076472222, 5.512925
BOUV5;BOUVETS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.436988888888889;48.77778055555555;48.7777805556, 2.43698888889
P.COR;PIVOZ-CORDIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;4.761369444444444;45.40940277777778;45.4094027778, 4.76136944444
PTCH5;PONTCHARRA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.029941666666667;45.43277222222222;45.4327722222, 6.02994166667
CHEY6;CHEYLAS (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.001547222222222;45.38461111111111;45.3846111111, 6.00154722222
CTAU;LE CHATEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.4383694444444444;43.59039166666667;43.5903916667, 1.43836944444
BRIDO;BRIDOIRE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.734516666666667;45.54275;45.54275, 5.73451666667
MALLI;MALLIFAUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.722008333333333;45.18172777777777;45.1817277778, 5.72200833333
ABBA5;ABBAYE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.706269444444445;45.91043333333333;45.9104333333, 6.70626944444
ARACH;ARACHES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.6350083333333325;46.017155555555554;46.0171555556, 6.63500833333
RISSO;RISSO;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.285561111111111;43.70794166666667;43.7079416667, 7.28556111111
T.VIC;TRINITE-VICTOR;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.318708333333333;43.74698333333333;43.7469833333, 7.31870833333
MOHET;MOHET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.9146638888888887;49.910919444444446;49.9109194444, 2.91466388889
1BAS5;BASSIES;POSTE DE TRANSFORMATION;EN EXPLOITATION;<45kV;1.454061111111111;42.74682777777778;42.7468277778, 1.45406111111
SAUMA;SAUMADE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.8951416666666665;43.623152777777776;43.6231527778, 3.89514166667
LUMBR;LUMBRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.107727777777778;50.70043611111112;50.7004361111, 2.10772777778
GAVRE;GAVRELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.885997222222222;50.33663611111111;50.3366361111, 2.88599722222
MQIS;LE MARQUIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-0.5513833333333333;45.010219444444445;45.0102194444, -0.551383333333
CHEPP;CHEPPES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.479658333333333;48.82903055555556;48.8290305556, 4.47965833333
MTMIR;MONTMIRAIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.5541416666666663;48.871;48.871, 3.55414166667
C.LO5;CHATEAU-DU-LOIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.4093583333333334;47.700744444444446;47.7007444444, 0.409358333333
FISME;FISMES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.690852777777778;49.305752777777776;49.3057527778, 3.69085277778
MARDE;MARDEUIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.927711111111111;49.05826666666666;49.0582666667, 3.92771111111
LANDR;LANDRES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.774533333333333;49.30746388888888;49.3074638889, 5.77453333333
V.SEV;VAL DE SEVRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.6563472222222222;46.75095833333334;46.7509583333, -0.656347222222
CPNIE;CHAMPAGNIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;5.709427777777778;45.10635277777778;45.1063527778, 5.70942777778
VINGE;VINGEANNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.368586111111111;47.51110555555555;47.5111055556, 5.36858611111
SSGCO;SAINT-GERAUD-DE-CORPS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.23682222222222224;44.939527777777776;44.9395277778, 0.236822222222
SSMAL;ST-MALO;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.9962111111111112;48.64937222222222;48.6493722222, -1.99621111111
MAROU;MAROUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.539883333333333;48.46456388888889;48.4645638889, -2.53988333333
CHART;CHARTREUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.2817916666666664;48.66763888888889;48.6676388889, 2.28179166667
CHOLE;CHOLET;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.9018083333333333;47.05846944444444;47.0584694444, -0.901808333333
P.FOR;PETITE FORET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.4874;50.37963888888889;50.3796388889, 3.4874
TAVAU;TAVAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.396925;47.059016666666665;47.0590166667, 5.396925
CZLIS;COURLIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.28768055555555555;49.472947222222224;49.4729472222, 0.287680555556
CANT5;CANTEGRIT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.8853777777777777;44.014133333333334;44.0141333333, -0.885377777778
HERBI;HERBIERS (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.019563888888889;46.88188888888889;46.8818888889, -1.01956388889
FARGE;FARGEAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3973527777777777;45.68208055555555;45.6820805556, 1.39735277778
GAP;GAP;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.072902777777777;44.55583333333333;44.5558333333, 6.07290277778
CURBA;CURBANS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.059538888888889;44.447116666666666;44.4471166667, 6.05953888889
VINON;VINON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.826388888888888;43.72540555555556;43.7254055556, 5.82638888889
ABLAI;ABLAINCOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.8269277777777777;49.834497222222225;49.8344972222, 2.82692777778
GUER8;GUERACHE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.160844444444445;43.39066944444444;43.3906694444, 6.16084444444
AURAY;AURAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.9994916666666667;47.68789444444444;47.6878944444, -2.99949166667
AMPE8;AMPERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.707355555555556;45.18066388888889;45.1806638889, 5.70735555556
MTAHU;MONTAHUT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.9404694444444446;43.57040555555556;43.5704055556, 2.94046944444
DOULO;DOULON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-1.4967055555555555;47.22844444444445;47.2284444444, -1.49670555556
MELLE;MELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.14184166666666667;46.21389722222222;46.2138972222, -0.141841666667
GEN.P;GENISSIAT-POSTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;5.80385;46.05592222222222;46.0559222222, 5.80385
JOINV;JOINVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.14713888888889;48.445544444444444;48.4455444444, 5.14713888889
LAVAU;LAVAUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.895913888888889;46.15006111111111;46.1500611111, 1.89591388889
REPAS;REPASSE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.7765305555555555;43.831094444444446;43.8310944444, 5.77653055556
RUPER;RUPEREUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.3314416666666666;48.64218611111111;48.6421861111, 3.33144166667
SELO5;SELONNET (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.3247277777777775;44.37598888888889;44.3759888889, 6.32472777778
BUEIX;BUEIX;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6043333333333334;45.721580555555555;45.7215805556, 1.60433333333
RULHA;RULHAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;3.2696972222222223;45.81316111111111;45.8131611111, 3.26969722222
PLOUR;PLOURHAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.8934416666666665;48.633;48.633, -2.89344166667
1CNRS;CNRS /CONFLUENT 15KV;POSTE DE TRANSFORMATION;EN EXPLOITATION;<45kV;5.700475;45.202844444444445;45.2028444444, 5.700475
VAYNE;VAYNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.191261111111111;43.48865833333333;43.4886583333, 5.19126111111
SIONI;SIONIAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.7907083333333331;44.99717777777778;44.9971777778, 1.79070833333
GOUDO;GOUDOUNECHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.268725;45.52500833333333;45.5250083333, 2.268725
MAREG;MAREGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3651444444444447;45.38965833333333;45.3896583333, 2.36514444444
